WinnerName,WinnerAge,winner_Height,winner_Weight,winner_Reach,winner_Stance,winner_DOB,WinningDate,title_bout
Rose Namajunas,24.0,"5' 5""",115 lbs.,"65""",Orthodox,"Jun 29, 1992",2017-04-15,False
Robert Whittaker,26.0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990",2017-04-15,False
Renato Moicano,27.0,"5' 11""",145 lbs.,"72""",Orthodox,"May 21, 1989",2017-04-15,False
Alexander Volkov,28.0,"6' 7""",250 lbs.,"80""",Orthodox,"Oct 24, 1988",2017-04-15,False
Rashid Magomedov,32.0,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984",2017-04-15,False
Tim Elliott,30.0,"5' 7""",135 lbs.,"66""",Southpaw,"Dec 24, 1986",2017-04-15,False
Aljamain Sterling,27.0,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",2017-04-15,False
Devin Clark,27.0,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990",2017-04-15,False
Anthony Smith,28.0,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",2017-04-15,False
Zak Cummings,32.0,"6' 0""",185 lbs.,"75""",Southpaw,"Aug 02, 1984",2017-04-15,False
Ketlen Vieira,25.0,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",2017-04-15,False
Daniel Cormier,38.0,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979",2017-04-08,True
Gegard Mousasi,31.0,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985",2017-04-08,False
Thiago Alves,33.0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",2017-04-08,False
Charles Oliveira,27.0,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",2017-04-08,False
Myles Jury,28.0,"5' 10""",145 lbs.,"73""",Orthodox,"Oct 31, 1988",2017-04-08,False
Kamaru Usman,29.0,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",2017-04-08,False
Shane Burgos,26.0,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",2017-04-08,False
Patrick Cummins,36.0,"6' 2""",205 lbs.,"76""",Orthodox,"Nov 16, 1980",2017-04-08,False
Gregor Gillespie,30.0,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",2017-04-08,False
Katlyn Chookagian,28.0,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",2017-04-08,False
Jimi Manuwa,37.0,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",2017-03-18,False
Gunnar Nelson,28.0,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",2017-03-18,False
Marlon Vera,24.0,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",2017-03-18,False
Arnold Allen,23.0,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994",2017-03-18,False
Joe Duffy,29.0,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988",2017-03-18,False
Francimar Barroso,37.0,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",2017-03-18,False
Tim Johnson,32.0,"6' 3""",265 lbs.,"77""",Southpaw,"Mar 13, 1985",2017-03-18,False
Leon Edwards,25.0,"6' 0""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",2017-03-18,False
Marc Diakiese,24.0,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993",2017-03-18,False
Bradley Scott,27.0,"6' 1""",170 lbs.,"76""",,"Jun 24, 1989",2017-03-18,False
Mauricio Rua,35.0,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",2017-03-11,False
Edson Barboza,31.0,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",2017-03-11,False
Ray Borg,23.0,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993",2017-03-11,False
Alex Oliveira,29.0,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2017-03-11,False
Kevin Lee,24.0,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",2017-03-11,False
Joe Soto,29.0,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",2017-03-11,False
Michel Prazeres,35.0,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981",2017-03-11,False
Jeremy Kennedy,24.0,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 16, 1992",2017-03-11,False
Tyron Woodley,34.0,"5' 9""",170 lbs.,"74""",Orthodox,"Apr 07, 1982",2017-03-04,True
David Teymur,27.0,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",2017-03-04,False
Daniel Kelly,39.0,"6' 0""",185 lbs.,"70""",Southpaw,"Oct 31, 1977",2017-03-04,False
Alistair Overeem,36.0,"6' 4""",265 lbs.,"80""",Orthodox,"May 17, 1980",2017-03-04,False
Marcin Tybura,31.0,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",2017-03-04,False
Darren Elkins,32.0,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",2017-03-04,False
Iuri Alcantara,36.0,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980",2017-03-04,False
Tyson Pedro,25.0,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 17, 1991",2017-03-04,False
Derrick Lewis,32.0,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",2017-02-19,False
Johny Hendricks,33.0,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",2017-02-19,False
Elias Theodorou,28.0,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",2017-02-19,False
Paul Felder,32.0,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",2017-02-19,False
Santiago Ponzinibbio,30.0,"6' 0""",170 lbs.,"73""",Orthodox,"Sep 26, 1986",2017-02-19,False
Randa Markos,31.0,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",2017-02-19,False
Thiago Santos,33.0,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",2017-02-19,False
Gerald Meerschaert,29.0,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",2017-02-19,False
Germaine de Randamie,32.0,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984",2017-02-11,True
Anderson Silva,41.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",2017-02-11,False
Jacare Souza,37.0,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2017-02-11,False
Glover Teixeira,37.0,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",2017-02-11,False
Dustin Poirier,28.0,"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989",2017-02-11,False
Belal Muhammad,28.0,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",2017-02-11,False
Wilson Reis,32.0,"5' 4""",125 lbs.,"65""",Southpaw,"Jan 06, 1985",2017-02-11,False
Islam Makhachev,25.0,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991",2017-02-11,False
Rick Glenn,27.0,"6' 0""",145 lbs.,"70""",Southpaw,"Apr 12, 1989",2017-02-11,False
Ryan LaFlare,33.0,"6' 1""",170 lbs.,"74""",Southpaw,"Oct 01, 1983",2017-02-11,False
Chan Sung Jung,29.0,"5' 7""",145 lbs.,"72""",Orthodox,"Mar 17, 1987",2017-02-04,False
Felice Herrig,32.0,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984",2017-02-04,False
James Vick,29.0,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987",2017-02-04,False
Jessica Andrade,25.0,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991",2017-02-04,False
Chas Skelly,31.0,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",2017-02-04,False
Tecia Torres,27.0,"5' 1""",115 lbs.,"60""",Orthodox,"Aug 16, 1989",2017-02-04,False
Khalil Rountree Jr.,26.0,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990",2017-02-04,False
Valentina Shevchenko,28.0,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",2017-01-28,False
Jorge Masvidal,32.0,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",2017-01-28,False
Francis Ngannou,30.0,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986",2017-01-28,False
Jason Knight,24.0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992",2017-01-28,False
Sam Alvey,30.0,"6' 2""",205 lbs.,"75""",Southpaw,"May 06, 1986",2017-01-28,False
Raphael Assuncao,34.0,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",2017-01-28,False
Eric Spicely,30.0,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986",2017-01-28,False
Jason Gonzalez,26.0,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990",2017-01-28,False
Yair Rodriguez,24.0,"5' 11""",145 lbs.,"71""",,"Oct 06, 1992",2017-01-15,False
Joe Lauzon,32.0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2017-01-15,False
Ben Saunders,33.0,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",2017-01-15,False
Sergio Pettis,23.0,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 18, 1993",2017-01-15,False
Augusto Mendes,33.0,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 03, 1983",2017-01-15,False
Aleksei Oleinik,39.0,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",2017-01-15,False
Anthony Rocco Martin,27.0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",2017-01-15,False
Nina Ansaroff,31.0,"5' 5""",115 lbs.,"64""",Orthodox,"Dec 03, 1985",2017-01-15,False
Walt Harris,33.0,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",2017-01-15,False
Joachim Christensen,38.0,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 07, 1978",2017-01-15,False
Cyril Asker,31.0,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985",2017-01-15,False
Amanda Nunes,28.0,"5' 8""",145 lbs.,"69""",Orthodox,"May 30, 1988",2016-12-30,True
Cody Garbrandt,25.0,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",2016-12-30,True
TJ Dillashaw,30.0,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 07, 1986",2016-12-30,False
Dong Hyun Kim,35.0,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981",2016-12-30,False
Ray Borg,23.0,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993",2016-12-30,False
Neil Magny,29.0,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",2016-12-30,False
Antonio Carlos Junior,26.0,"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990",2016-12-30,False
Alex Garcia,29.0,"5' 9""",170 lbs.,"72""",Orthodox,"Jul 14, 1987",2016-12-30,False
Michelle Waterson,30.0,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",2016-12-17,False
Mickey Gall,24.0,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992",2016-12-17,False
Urijah Faber,37.0,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",2016-12-17,False
Alan Jouban,35.0,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 25, 1981",2016-12-17,False
Mizuto Hirota,35.0,"5' 7""",155 lbs.,"67""",Orthodox,"May 05, 1981",2016-12-17,False
Colby Covington,28.0,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 22, 1988",2016-12-17,False
Alex Morono,26.0,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",2016-12-17,False
Josh Emmett,31.0,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",2016-12-17,False
Eddie Wineland,32.0,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984",2016-12-17,False
Hector Sandoval,30.0,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986",2016-12-17,False
Sultan Aliev,32.0,"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984",2016-12-17,False
Max Holloway,25.0,"5' 11""",155 lbs.,"69""",Orthodox,"Dec 04, 1991",2016-12-10,True
Donald Cerrone,33.0,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",2016-12-10,False
Cub Swanson,33.0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",2016-12-10,False
Kelvin Gastelum,25.0,"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991",2016-12-10,False
Misha Cirkunov,29.0,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",2016-12-10,False
Olivier Aubin-Mercier,27.0,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989",2016-12-10,False
Matthew Lopez,29.0,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987",2016-12-10,False
Lando Vannata,24.0,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",2016-12-10,False
Rustam Khabilov,30.0,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986",2016-12-10,False
Dustin Ortiz,27.0,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988",2016-12-10,False
Derrick Lewis,31.0,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",2016-12-09,False
Francis Ngannou,30.0,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986",2016-12-09,False
Corey Anderson,27.0,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 22, 1989",2016-12-09,False
Andrew Sanchez,28.0,"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988",2016-12-09,False
Marc Diakiese,23.0,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993",2016-12-09,False
Demetrious Johnson,30.0,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986",2016-12-03,True
Joseph Benavidez,32.0,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",2016-12-03,False
Jorge Masvidal,32.0,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",2016-12-03,False
Jared Cannonier,32.0,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984",2016-12-03,False
Sara McMann,36.0,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",2016-12-03,False
Brandon Moreno,22.0,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",2016-12-03,False
Ryan Hall,31.0,"5' 10""",155 lbs.,"71""",,"Feb 22, 1985",2016-12-03,False
Dong Hyun Ma,28.0,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988",2016-12-03,False
Anthony Smith,28.0,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",2016-12-03,False
Devin Clark,26.0,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990",2016-12-03,False
Robert Whittaker,25.0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990",2016-11-26,False
Andrew Holbrook,30.0,"5' 11""",155 lbs.,"70""",Southpaw,"Feb 06, 1986",2016-11-26,False
Omari Akhmedov,29.0,"6' 0""",185 lbs.,"73""",Orthodox,"Oct 12, 1987",2016-11-26,False
Danielle Taylor,27.0,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",2016-11-26,False
Daniel Kelly,39.0,"6' 0""",185 lbs.,"70""",Southpaw,"Oct 31, 1977",2016-11-26,False
Damien Brown,31.0,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984",2016-11-26,False
Jonathan Meunier,29.0,"6' 3""",170 lbs.,"75""",Switch,"Aug 04, 1987",2016-11-26,False
Ben Nguyen,28.0,"5' 5""",125 lbs.,"65""",Switch,"Aug 03, 1988",2016-11-26,False
Jason Knight,24.0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992",2016-11-26,False
Marlon Vera,23.0,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",2016-11-26,False
Ryan Bader,33.0,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2016-11-19,False
Thomas Almeida,25.0,"5' 7""",135 lbs.,"70""",Southpaw,"Jul 31, 1991",2016-11-19,False
Claudia Gadelha,27.0,"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988",2016-11-19,False
Krzysztof Jotko,27.0,"6' 1""",185 lbs.,"77""",Southpaw,"Aug 19, 1989",2016-11-19,False
Kamaru Usman,29.0,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",2016-11-19,False
Sergio Moraes,34.0,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982",2016-11-19,False
Cezar Ferreira,31.0,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985",2016-11-19,False
Johnny Eduardo,38.0,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",2016-11-19,False
Luis Henrique,23.0,"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993",2016-11-19,False
Pedro Munhoz,30.0,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",2016-11-19,False
Gegard Mousasi,31.0,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985",2016-11-19,False
Stevie Ray,26.0,"5' 10""",155 lbs.,"70""",Southpaw,"Mar 25, 1990",2016-11-19,False
Artem Lobov,30.0,"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",2016-11-19,False
Kyoji Horiguchi,26.0,"5' 5""",125 lbs.,"66""",Orthodox,"Oct 12, 1990",2016-11-19,False
Kevin Lee,24.0,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",2016-11-19,False
Amanda Cooper,25.0,"5' 3""",115 lbs.,"64""",Switch,"Oct 22, 1991",2016-11-19,False
Zak Cummings,32.0,"6' 0""",185 lbs.,"75""",Southpaw,"Aug 02, 1984",2016-11-19,False
Marion Reneau,39.0,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 20, 1977",2016-11-19,False
Conor McGregor,28.0,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988",2016-11-12,True
Joanna Jedrzejczyk,29.0,"5' 6""",125 lbs.,"65""",Orthodox,"Aug 18, 1987",2016-11-12,True
Yoel Romero,39.0,"6' 0""",185 lbs.,"73""",Southpaw,"Apr 30, 1977",2016-11-12,False
Raquel Pennington,28.0,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988",2016-11-12,False
Frankie Edgar,35.0,"5' 6""",145 lbs.,"68""",Orthodox,"Oct 16, 1981",2016-11-12,False
Khabib Nurmagomedov,28.0,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",2016-11-12,False
Tim Boetsch,35.0,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",2016-11-12,False
Vicente Luque,24.0,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",2016-11-12,False
Jim Miller,33.0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2016-11-12,False
Liz Carmouche,32.0,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984",2016-11-12,False
Tony Ferguson,32.0,"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984",2016-11-05,False
Ricardo Lamas,34.0,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982",2016-11-05,False
Beneil Dariush,27.0,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",2016-11-05,False
Erik Perez,26.0,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1989",2016-11-05,False
Joe Soto,29.0,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",2016-11-05,False
Max Griffin,30.0,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",2016-11-05,False
Douglas Silva de Andrade,31.0,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 22, 1985",2016-11-05,False
Sam Alvey,30.0,"6' 2""",205 lbs.,"75""",Southpaw,"May 06, 1986",2016-11-05,False
Polo Reyes,31.0,"5' 11""",155 lbs.,"71""",,"Nov 07, 1984",2016-11-05,False
Enrique Barzola,27.0,"5' 7""",145 lbs.,"70""",,"Apr 28, 1989",2016-11-05,False
Michael Bisping,37.0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",2016-10-08,True
Gegard Mousasi,31.0,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985",2016-10-08,False
Jimi Manuwa,36.0,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",2016-10-08,False
Stefan Struve,28.0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",2016-10-08,False
Mirsad Bektic,25.0,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",2016-10-08,False
Iuri Alcantara,36.0,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980",2016-10-08,False
Damian Stasiak,26.0,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",2016-10-08,False
Leon Edwards,25.0,"6' 0""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",2016-10-08,False
Mike Perry,25.0,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991",2016-10-08,False
Leonardo Santos,36.0,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",2016-10-08,False
John Lineker,26.0,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",2016-10-01,False
Alex Oliveira,28.0,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2016-10-01,False
Andre Fili,26.0,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",2016-10-01,False
Shamil Abdurakhimov,35.0,"6' 3""",235 lbs.,"76""",Orthodox,"Sep 02, 1981",2016-10-01,False
Elizeu Zaleski dos Santos,29.0,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 11, 1986",2016-10-01,False
Nate Marquardt,37.0,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2016-10-01,False
Ion Cutelaba,22.0,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",2016-10-01,False
Curtis Blaydes,25.0,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",2016-10-01,False
Renan Barao,29.0,"5' 6""",135 lbs.,"70""",Orthodox,"Jan 31, 1987",2016-09-24,False
Roy Nelson,40.0,"6' 0""",263 lbs.,"72""",Orthodox,"Jun 20, 1976",2016-09-24,False
Francisco Trinaldo,38.0,"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978",2016-09-24,False
Eric Spicely,29.0,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986",2016-09-24,False
Godofredo Pepey,29.0,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987",2016-09-24,False
Michel Prazeres,35.0,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981",2016-09-24,False
Rani Yahya,32.0,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 12, 1984",2016-09-24,False
Jussier Formiga,31.0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",2016-09-24,False
Erick Silva,32.0,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",2016-09-24,False
Alan Patrick,33.0,"5' 11""",155 lbs.,"74""",Southpaw,"Jul 19, 1983",2016-09-24,False
Vicente Luque,24.0,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",2016-09-24,False
Michael Johnson,30.0,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 04, 1986",2016-09-17,False
Derek Brunson,32.0,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",2016-09-17,False
Roan Carneiro,38.0,"5' 11""",170 lbs.,"74""",Orthodox,"Jun 02, 1978",2016-09-17,False
Islam Makhachev,24.0,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991",2016-09-17,False
Chas Skelly,31.0,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",2016-09-17,False
Gabriel Benitez,28.0,"5' 8""",145 lbs.,"71""",Southpaw,"Jun 15, 1988",2016-09-17,False
Belal Muhammad,28.0,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",2016-09-17,False
Antonio Carlos Junior,26.0,"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990",2016-09-17,False
Jose Quinonez,26.0,"5' 8""",135 lbs.,"69""",,"Jul 28, 1990",2016-09-17,False
Randy Brown,26.0,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",2016-09-17,False
Stipe Miocic,34.0,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982",2016-09-10,True
Fabricio Werdum,39.0,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977",2016-09-10,False
Jimmie Rivera,27.0,"5' 4""",135 lbs.,"68""",Orthodox,"Jun 29, 1989",2016-09-10,False
Jessica Andrade,24.0,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991",2016-09-10,False
Bethe Correia,33.0,"5' 5""",135 lbs.,"64""",Orthodox,"Jun 22, 1983",2016-09-10,False
Brad Tavares,28.0,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",2016-09-10,False
Yancy Medeiros,29.0,"5' 10""",155 lbs.,"75""",Orthodox,"Sep 07, 1987",2016-09-10,False
Josh Barnett,38.0,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",2016-09-03,False
Alexander Gustafsson,29.0,"6' 5""",205 lbs.,"79""",Orthodox,"Jan 15, 1987",2016-09-03,False
Ryan Bader,33.0,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2016-09-03,False
Nick Hein,32.0,"5' 6""",155 lbs.,"66""",Southpaw,"Apr 24, 1984",2016-09-03,False
Peter Sobotta,29.0,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",2016-09-03,False
Taylor Lapilus,24.0,"5' 6""",135 lbs.,"73""",Southpaw,"Apr 08, 1992",2016-09-03,False
Rustam Khabilov,29.0,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986",2016-09-03,False
Demian Maia,38.0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",2016-08-27,False
Anthony Pettis,29.0,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 27, 1987",2016-08-27,False
Paige VanZant,22.0,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994",2016-08-27,False
Jim Miller,32.0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2016-08-27,False
Sam Alvey,30.0,"6' 2""",205 lbs.,"75""",Southpaw,"May 06, 1986",2016-08-27,False
Kyle Bochniak,29.0,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",2016-08-27,False
Alessio Di Chirico,26.0,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 12, 1989",2016-08-27,False
Chad Laprise,30.0,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 23, 1986",2016-08-27,False
Conor McGregor,28.0,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988",2016-08-20,False
Anthony Johnson,32.0,"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984",2016-08-20,False
